,Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³)
3200,2023-10-07,2.5404166666666668,8.856818181818182,0.5461458333333333,0.4001041666666666,0.6803125,20.422708333333333,7.293749999999999,0.1223958333333333,8.273125
3201,2023-10-08,13.706704545454546,26.82613636363636,0.8790625,1.2095486111111111,1.6088541666666665,20.472708333333333,7.304479166666667,0.1779166666666666,4.687812500000001
3202,2023-10-09,25.43326086956522,46.18413043478262,0.7971875,2.2339583333333333,2.2843750000000003,20.592916666666667,7.456145833333333,0.2115625,9.455729166666666
3203,2023-10-10,23.512083333333333,36.96635416666667,0.6864583333333334,1.0375694444444443,1.3009375,20.4890625,7.7290625,0.1969791666666666,7.496666666666666
3204,2023-10-11,40.8959375,69.3690625,1.3727083333333334,2.02625,2.7065625,20.625208333333333,7.583645833333333,0.2725,4.739583333333333
3205,2023-10-12,48.22154761904762,77.27677083333333,0.9690625,2.593645833333333,2.700833333333333,20.6471875,7.374895833333333,0.28125,8.000104166666667
3206,2023-10-13,31.598333333333333,58.3109375,1.5385416666666665,2.414375,3.1451041666666666,20.60489583333333,7.284479166666666,0.2561458333333333,7.679583333333333
3207,2023-10-14,54.93812500000001,94.57041666666667,1.2141666666666666,4.1340625,3.9846875,20.765625,7.396354166666666,0.3305208333333333,6.586666666666667
3208,2023-10-15,53.1328125,90.39770833333334,0.9819791666666666,3.0984375,3.0609375,20.67,7.3934375,0.33125,7.948541666666666
3209,2023-10-16,55.34958333333333,95.1128125,1.43375,2.911979166666667,3.385104166666667,20.64302083333333,7.420104166666667,0.34375,7.623645833333334
3210,2023-10-17,46.78302083333333,78.41520833333333,1.2034375,3.186666666666667,3.3341666666666665,20.658854166666668,7.388750000000001,0.3080208333333333,6.798020833333333
3211,2023-10-18,46.3428125,84.10416666666667,1.2635416666666668,4.0909375,4.001458333333333,20.75927083333333,7.255416666666666,0.3058333333333333,6.911145833333333
3212,2023-10-19,49.85479166666667,91.34458333333332,3.64875,3.986041666666667,6.368854166666666,20.741770833333334,7.345937500000001,0.318125,6.581875
3213,2023-10-20,46.708020833333336,85.95708333333334,2.308125,3.4179166666666667,4.6180208333333335,20.709166666666665,7.405625,0.2963541666666666,6.988958333333334
3214,2023-10-21,40.720729166666665,70.38322916666667,0.9718750000000002,2.228645833333333,2.4620833333333336,20.632395833333334,7.353437499999999,0.2601041666666666,8.816770833333333
3215,2023-10-22,36.6571875,67.73239583333334,0.6279166666666667,1.4577083333333334,1.5923958333333337,20.557291666666668,7.339270833333334,0.2438541666666666,8.506979166666666
3216,2023-10-23,30.091875,52.01802083333334,0.5139583333333334,0.9965625,1.1651041666666666,20.484895833333333,7.277708333333333,0.2085416666666666,8.432083333333333
3217,2023-10-24,30.08322916666667,50.26114583333333,0.508125,1.2903125,1.36,20.495833333333334,7.341770833333334,0.2188541666666666,8.3803125
3218,2023-10-25,28.094895833333336,60.333020833333336,0.6803125,1.9359375,1.955,20.56427083333333,7.537916666666667,0.2028124999999999,7.6675
3219,2023-10-26,39.90479166666667,71.40947916666667,1.30625,3.231666666666667,3.473854166666667,20.64739583333333,7.746145833333333,0.2370833333333333,6.711145833333333
3220,2023-10-27,51.94934782608696,88.37521739130435,2.0603125,3.9844791666666666,4.745,20.695208333333333,7.675,0.2794791666666666,8.021770833333333
3221,2023-10-28,56.6128125,95.3925,2.005520833333333,2.7418750000000003,3.8586458333333336,20.570520833333333,7.7621875,0.270625,6.6759375
3222,2023-10-29,41.0990625,66.46541666666667,1.1540625,1.7072916666666669,2.3007291666666667,20.488645833333333,7.808020833333333,0.2392708333333333,7.260520833333333
3223,2023-10-30,40.26510416666667,59.2496875,0.8612500000000001,1.5990624999999998,1.938125,20.47427083333333,7.906770833333333,0.2532291666666666,8.363020833333334
3224,2023-10-31,42.31520833333333,72.39666666666666,1.3240625,2.2671875,2.8444791666666664,20.554166666666667,7.9053125,0.2688541666666666,8.1953125
3225,2023-11-01,41.67583333333333,78.8365625,1.7434375,2.815,3.643020833333333,20.582395833333333,7.927083333333333,0.4163541666666666,6.392708333333334
3226,2023-11-02,40.438125,92.24239583333332,3.885833333333333,3.900104166666667,6.544479166666666,20.63125,7.998333333333334,0.3651041666666666,7.7890625
3227,2023-11-03,59.51572916666667,94.33729166666666,2.6432291666666665,3.88625,5.2778125000000005,20.660104166666667,7.947395833333334,0.3514583333333334,7.043229166666666
3228,2023-11-04,60.056041666666665,99.64041666666668,2.1729166666666666,4.342604166666667,5.101145833333334,20.6921875,8.051041666666666,0.3208333333333333,7.490416666666667
3229,2023-11-05,50.376354166666665,104.120625,2.165625,3.3813541666666667,4.450104166666667,20.62697916666667,8.00125,0.2667708333333333,6.658437500000001
3230,2023-11-06,54.59572916666667,81.38875,1.88,2.4970833333333333,3.5669791666666666,20.5396875,8.022708333333332,0.3028125,6.964583333333334
3231,2023-11-07,56.9028125,88.09020833333334,2.20375,2.6569791666666664,4.013645833333333,20.559375,8.015520833333333,0.3040624999999999,6.649479166666667
3232,2023-11-08,60.03552083333333,96.00385416666668,3.119270833333333,3.4780208333333333,5.491666666666667,20.6284375,7.919791666666666,0.32,6.511458333333334
3233,2023-11-09,77.54302083333333,125.26458333333332,5.788645833333334,4.481458333333333,8.879166666666666,20.619791666666668,8.12125,0.3526041666666666,6.598125
3234,2023-11-10,72.24270833333334,109.81041666666664,2.8662499999999995,3.3869791666666664,5.1736458333333335,20.610104166666662,8.2165625,0.3621875,6.504479166666667
3235,2023-11-11,68.68854166666667,105.44322916666664,1.9596875,2.814583333333333,3.8611458333333335,20.586458333333333,8.14125,0.330625,7.131770833333333
3236,2023-11-12,93.63822916666668,126.22708333333333,2.541875,2.0574305555555554,3.941666666666667,20.5325,8.155937499999999,0.3077083333333333,7.342708333333333
3237,2023-11-13,127.76125,161.7578125,2.365104166666667,2.278125,3.924791666666666,20.5415625,8.176666666666666,0.2907291666666666,7.6940625
3238,2023-11-14,62.78583333333333,102.33802083333336,0.8589583333333333,2.1179166666666664,2.27625,20.58729166666667,8.209999999999999,0.2578125,7.400625000000001
3239,2023-11-15,53.22552083333333,86.73197916666668,0.8130208333333333,1.9832291666666668,2.1403125,20.530625,8.185729166666667,0.25,6.633958333333333
3240,2023-11-16,39.2353125,73.45229166666667,0.5314583333333334,2.113125,1.9421875,20.57708333333333,8.270416666666666,0.2211458333333333,8.0003125
3241,2023-11-17,34.31916666666667,122.12822916666666,0.5490625,1.331875,1.4414583333333333,20.4846875,8.260833333333332,0.1777083333333333,8.3159375
3242,2023-11-18,18.35445652173913,55.98652173913044,0.555,0.9175347222222222,1.110625,20.428125,8.122291666666667,0.1367708333333333,8.353125
3243,2023-11-19,32.90322916666667,53.25145833333334,0.7790624999999999,1.516354166666667,1.7911458333333332,20.489375,8.174583333333333,0.2085416666666666,6.493854166666666
3244,2023-11-20,46.73364583333333,67.96854166666667,1.9965625,2.629930555555556,3.771354166666667,20.5684375,8.214374999999999,0.2841666666666667,5.510104166666667
3245,2023-11-21,56.317395833333336,94.61364583333334,6.094791666666667,3.980208333333333,8.861666666666666,20.57239583333333,8.2303125,0.3272916666666666,5.775416666666668
3246,2023-11-22,88.25541666666668,126.94177083333334,3.26625,4.301041666666666,6.1884375,20.6803125,8.323958333333332,0.3945833333333333,5.3879166666666665
3247,2023-11-23,79.62677083333334,114.715625,3.2559375,3.076701388888889,5.356145833333334,20.5059375,8.3103125,0.366875,5.6397916666666665
3248,2023-11-24,56.16489583333333,86.93677083333334,1.9434375,2.7584375,3.81,20.582708333333333,8.293541666666666,0.3072916666666667,7.6315625
3249,2023-11-25,59.77583333333333,95.74270833333333,1.999270833333333,2.7288541666666664,3.853645833333333,20.54458333333333,8.258645833333333,0.3061458333333333,6.976354166666667
3250,2023-11-26,49.087812500000005,77.58729166666667,0.7765624999999999,2.029166666666667,2.140625,20.539375,8.251875,0.2539583333333333,7.440416666666667
3251,2023-11-27,60.83229166666666,101.36517857142856,1.6675000000000002,2.6890625,3.48125,20.59645833333333,8.3028125,0.2877083333333333,7.038333333333334
3252,2023-11-28,60.34552083333333,88.78104166666667,2.814270833333333,3.2165625,5.005416666666666,20.59989583333333,8.3871875,0.340625,7.173020833333333
3253,2023-11-29,69.20614583333334,105.2940625,1.7065625000000002,3.0709375,3.7829166666666665,20.6075,8.492604166666666,0.3404166666666666,5.4678125
3254,2023-11-30,64.6153947368421,112.04104166666669,2.0392708333333336,3.5620833333333333,4.443854166666667,20.631041666666665,8.481354166666668,0.3559375,6.649479166666667
3255,2023-12-01,,109.86260416666666,2.0947916666666666,3.3721875000000003,4.376145833333333,20.62697916666667,8.389270833333333,0.3484375,6.400312499999999
3256,2023-12-02,,123.61291666666666,2.990625,3.6728125,5.486145833333333,20.61583333333333,8.444687499999999,0.3639583333333333,5.485729166666666
3257,2023-12-03,49.45166666666666,123.4705,3.899479166666667,3.665625,6.411666666666666,20.636770833333333,8.4790625,0.4011458333333333,6.739270833333333
3258,2023-12-04,,121.65583333333336,2.0603125,3.1419791666666668,4.183854166666666,20.588125,8.417604166666665,0.3911458333333333,5.0921875000000005
3259,2023-12-05,,131.7795833333333,2.75,3.7452083333333337,5.2921875,20.6390625,8.447708333333333,0.4095833333333333,4.388020833333333
3260,2023-12-06,62.368125,125.78729166666666,4.816354166666667,3.185833333333333,7.023958333333334,20.523333333333333,8.573229166666666,0.3897916666666667,5.356875
3261,2023-12-07,73.97697916666667,109.13760416666666,2.5376041666666667,2.727395833333333,4.400729166666667,20.53375,8.601145833333334,0.3909375,2.8971875
3262,2023-12-08,21.464886363636364,38.54739583333333,0.8616666666666667,1.3821875,1.7742708333333337,20.440729166666667,8.525729166666666,0.1729166666666667,7.226770833333333
3263,2023-12-09,,66.02833333333334,1.276875,2.2653125,2.8080208333333334,20.51697916666667,8.5209375,0.2383333333333333,6.286458333333333
3264,2023-12-10,,117.259375,1.3026041666666666,2.5401041666666666,3.017395833333333,20.536875,8.4809375,0.3186458333333333,5.0929166666666665
3265,2023-12-11,48.12375,122.7928125,3.115,3.3419791666666665,5.3996875,20.57875,8.523854166666666,0.3446875,4.535104166666667
3266,2023-12-12,69.16302083333333,110.0021875,6.740833333333334,3.710729166666667,9.3396875,20.529166666666665,8.617395833333333,0.340625,5.369583333333334
3267,2023-12-13,74.70677083333334,115.975,1.4253125000000002,3.5570833333333334,3.816770833333333,20.6315625,8.545,0.3209375,9.105833333333331
3268,2023-12-14,111.36864583333332,154.1,0.8273958333333334,3.8676041666666663,3.414270833333333,20.711458333333333,8.562291666666667,0.3547916666666666,6.286979166666666
3269,2023-12-15,97.71125,139.71875,5.0134375,4.099166666666666,7.832916666666667,20.666354166666668,8.735416666666667,0.3983333333333334,5.6640625
3270,2023-12-16,92.21458333333334,135.91229166666668,4.642604166666667,5.0725,8.107083333333334,20.742395833333333,8.832291666666666,0.4241666666666666,5.311458333333333
3271,2023-12-17,86.57656250000001,119.9334375,3.029583333333333,3.4836458333333336,5.398958333333333,20.65875,8.651145833333333,0.3945833333333333,5.623333333333334
3272,2023-12-18,92.61989583333332,135.10114583333333,4.795416666666667,4.290625,7.7409375,20.7065625,8.684583333333334,0.4046875,5.028125
3273,2023-12-19,92.09333333333332,138.73833333333334,4.048229166666666,4.708854166666667,7.2525,20.7790625,8.703854166666668,0.418125,5.968645833333333
3274,2023-12-20,78.80802083333333,117.5965625,3.3841666666666668,4.028020833333334,6.1259375,20.707395833333333,8.7359375,0.383125,6.250729166666667
3275,2023-12-21,79.56427083333334,119.44239583333332,3.9596875,4.197395833333333,6.823958333333334,20.701875,8.858020833333333,0.3889583333333333,5.445104166666667
3276,2023-12-22,77.25156249999999,122.02795454545452,2.3454166666666665,4.717708333333333,5.529062499999999,20.766041666666663,9.221979166666666,0.345625,6.636145833333334
3277,2023-12-23,79.33749999999999,120.65395833333332,0.5407291666666666,3.6892708333333335,3.00125,20.741666666666667,9.665416666666667,0.3138541666666666,5.5921875000000005
3278,2023-12-24,70.90083333333332,110.831875,0.5091666666666667,2.3604166666666666,2.0888541666666667,20.61125,9.971145833333331,0.2898958333333333,7.0103125
3279,2023-12-25,71.88697916666666,111.50697916666668,2.5534375,4.9870833333333335,5.916875,20.773125,10.2346875,0.361875,5.0796875
3280,2023-12-26,90.92395833333336,138.13062499999998,3.637395833333333,5.775416666666668,7.541979166666667,20.8496875,10.277083333333334,0.4228125,5.647708333333333
3281,2023-12-27,92.03864583333332,138.99145833333333,2.5375,5.905486111111112,6.5136458333333325,20.910381944444445,10.04888888888889,0.4079166666666667,5.180416666666667
3282,2023-12-28,80.69302083333334,124.71041666666667,2.4872916666666667,3.2262500000000003,4.679166666666666,20.668333333333333,8.3890625,0.3813541666666666,4.9695833333333335
3283,2023-12-29,79.25354166666666,119.81976190476192,4.576354166666667,3.368125,6.899583333333333,20.58729166666667,8.438229166666666,0.3979166666666667,5.293645833333334
3284,2023-12-30,85.5865625,,3.282291666666667,3.5119791666666664,5.678645833333333,20.64197916666667,8.552083333333334,0.3946875,5.146354166666667
3285,2023-12-31,92.4965625,,2.1294791666666666,2.9883333333333333,4.1525,20.629375,8.579479166666667,0.3991666666666666,4.6640625
3286,2023-01-01,108.34375,172.66666666666666,6.731597222222223,26.412847222222226,19.51388888888889,13.665972222222225,7.345833333333334,2.987083333333333,35.82246376811594
3287,2023-01-02,101.32291666666669,167.57291666666666,12.658333333333331,30.24305555555556,26.38125,18.46875,11.019444444444444,3.054583333333333,34.10277777777778
3288,2023-01-03,87.74652777777777,147.85069444444443,18.163888888888888,31.226388888888888,31.375694444444445,21.962152777777774,11.035416666666668,2.963645833333333,40.9485294117647
3289,2023-01-04,88.875,149.19791666666666,11.935763888888888,30.26770833333333,25.811805555555555,18.065277777777776,9.809375,3.1139930555555555,39.724603174603175
3290,2023-01-05,80.82291666666667,143.60416666666666,7.098611111111111,30.04340277777777,21.75,15.224305555555556,15.450347222222222,2.9614583333333333,36.99782608695652
3291,2023-01-06,80.98611111111111,145.47916666666666,14.935416666666669,34.22604166666667,30.34895833333333,21.246875,12.090625,3.1827083333333337,40.3725
3292,2023-01-07,80.07986111111111,154.03472222222223,16.822569444444444,37.08263888888889,33.40208333333333,23.38125,12.188541666666666,3.3347569444444445,46.35392156862745
3293,2023-01-08,101.63541666666669,172.57291666666666,11.533680555555556,38.70486111111111,29.96527777777777,20.976736111111112,13.601041666666667,3.634513888888889,42.88478260869565
3294,2023-01-09,100.58333333333331,172.72916666666666,9.448958333333334,35.07222222222222,26.34409722222222,18.44097222222222,14.676041666666668,3.708506944444444,40.08257575757575
3295,2023-01-10,84.38541666666667,150.79166666666666,7.064583333333334,34.40833333333333,24.044444444444448,16.83125,11.994444444444444,3.689236111111111,40.10869565217392
3296,2023-01-11,80.375,139.19791666666666,7.202430555555555,34.24548611111111,24.061805555555555,16.846875,14.396875,2.078784722222222,45.75507246376812
3297,2023-01-12,125.0625,191.5,4.424652777777777,35.35590277777778,22.402430555555554,15.677083333333334,16.134027777777778,1.074722222222222,51.12708333333333
3298,2023-01-13,102.6875,176.23958333333334,3.3163194444444444,30.772222222222226,19.065277777777776,13.348263888888887,11.185416666666669,0.8323958333333333,54.65069444444444
3299,2023-01-14,149.57291666666666,235.41666666666663,3.8072916666666665,35.52118055555555,21.996180555555554,15.39409722222222,14.19965277777778,1.210625,56.51736111111111
3300,2023-01-15,179.28125,272.8645833333333,5.027083333333334,29.63055555555556,19.85,13.899305555555555,12.744791666666666,1.6403819444444443,37.29021739130435
3301,2023-01-16,167.0625,247.11458333333331,3.950694444444444,30.18402777777777,19.271527777777777,13.494097222222225,6.723958333333333,1.6689930555555554,42.71904761904762
3302,2023-01-17,153.36458333333334,243.53125,3.394097222222222,32.59375,20.093055555555555,14.066319444444444,11.34375,1.486701388888889,46.321875
3303,2023-01-18,147.21875,222.21875,7.057291666666667,37.77986111111111,25.84097222222222,18.08194444444444,6.263888888888889,0.959861111111111,42.02777777777778
3304,2023-01-19,135.55208333333334,222.96180555555557,6.531944444444444,40.74895833333333,26.985763888888886,18.89097222222222,8.290972222222223,1.0275694444444443,37.09027777777778
3305,2023-01-20,115.36458333333331,192.96875,9.143402777777778,42.45555555555556,30.009375,21.010069444444444,11.534375,0.6336805555555556,36.79548611111111
3306,2023-01-21,105.875,170.75,4.629166666666666,36.97777777777778,23.436111111111117,16.405208333333334,10.97222222222222,0.4178125,47.47569444444445
3307,2023-01-22,104.57291666666669,171.14930555555554,5.106597222222223,38.74131944444444,24.75868055555556,17.335763888888888,9.522569444444445,0.5207986111111111,43.00694444444445
3308,2023-01-23,116.72916666666669,185.33333333333331,6.686458333333333,39.73263888888889,26.56805555555556,18.597916666666663,11.207986111111111,0.8159027777777778,54.040350877192985
3309,2023-01-24,112.26315789473684,245.5,12.62236842105263,37.992105263157896,30.480701754385965,21.337280701754388,14.54561403508772,0.8762280701754386,52.8578125
3310,2023-01-25,112.53125,210.5,4.8765625,42.15625,26.39375,18.4734375,18.4375,0.95328125,64.75260416666667
3311,2023-01-26,105.77083333333331,174.92708333333334,3.6319444444444446,33.59722222222222,20.832291666666663,14.575,13.510763888888889,1.0972916666666668,47.29548611111111
3312,2023-01-27,108.3125,196.82291666666663,5.316319444444445,38.16631944444445,24.61805555555556,17.231944444444444,14.077777777777778,1.0260763888888889,44.05486111111111
3313,2023-01-28,104.4375,180.77083333333331,4.678819444444444,35.34583333333333,22.6,15.821875,14.146180555555556,0.8346180555555556,43.475
3314,2023-01-29,123.20833333333331,229.15625,4.91875,31.496875,20.753125,14.528125,9.80451388888889,0.9406944444444444,41.93214285714286
3315,2023-01-30,98.79166666666669,183.39583333333331,13.62638888888889,34.00347222222222,29.16180555555556,20.40833333333333,26.547777777777775,0.8172222222222222,59.78333333333333
3316,2023-01-31,89.66666666666667,156.71875,2.2940972222222222,29.108680555555555,17.346875,12.143055555555556,13.733333333333334,0.7017361111111112,58.49895833333333
3317,2023-02-01,117.88541666666669,207.08333333333331,2.406597222222222,27.875,16.781944444444445,11.751041666666666,14.090625,0.7561805555555555,69.93819444444445
3318,2023-02-02,122.3804347826087,239.51470588235293,1.2819444444444443,24.384722222222223,14.003819444444446,9.804166666666664,12.903125,0.7073263888888889,70.49583333333334
3319,2023-02-03,112.775,202.0625,2.472916666666667,28.709375,17.283680555555556,12.094791666666666,13.2125,0.7511111111111112,54.34444444444444
3320,2023-02-04,113.05208333333331,209.73958333333331,3.049305555555556,31.879166666666663,19.433333333333334,13.605555555555556,11.719791666666666,0.7435069444444444,52.89861111111111
3321,2023-02-05,139.42708333333334,235.51041666666663,1.839236111111111,25.163194444444446,14.88125,10.417361111111113,11.697222222222225,0.7122222222222222,80.11597222222223
3322,2023-02-06,151.65625,246.84375,2.064583333333333,27.43298611111111,16.281944444444445,11.389583333333334,14.224652777777775,0.8226388888888888,68.62743055555556
3323,2023-02-07,114.33333333333331,188.67361111111111,1.857638888888889,31.633333333333336,18.335069444444446,12.830555555555556,13.270486111111111,0.6820833333333334,78.10694444444444
3324,2023-02-08,107.52083333333331,314.1875,2.5170138888888887,28.240625,17.072222222222223,11.947222222222225,13.232638888888888,0.6307291666666667,54.201388888888886
3325,2023-02-09,70.61458333333333,210.94444444444449,1.7152777777777777,25.97430555555556,15.215972222222222,10.64861111111111,16.393055555555556,0.3887152777777777,52.28263888888889
3326,2023-02-10,78.52083333333333,150.10416666666666,2.121875,31.8375,18.665972222222223,13.064236111111112,20.115972222222226,0.6206597222222222,42.57256944444445
3327,2023-02-11,87.28125,166.35416666666666,3.723263888888889,31.95555555555556,20.01944444444445,14.013541666666669,15.785763888888887,0.5938194444444445,50.30277777777778
3328,2023-02-12,98.23958333333331,177.73958333333334,4.89375,32.58055555555556,21.30208333333333,14.9125,21.01215277777778,0.6196875000000001,55.68152173913043
3329,2023-02-13,50.833333333333336,195.75,4.469444444444444,33.67361111111111,21.537847222222226,15.082986111111111,10.138541666666669,0.4876388888888889,81.10277777777777
3330,2023-02-14,76.79166666666667,209.91666666666663,7.6875,37.70729166666667,26.30625,18.414236111111112,17.960763888888888,0.7941666666666666,52.39513888888889
3331,2023-02-15,76.86805555555556,168.58333333333334,3.3475694444444444,33.57395833333333,20.58020833333333,14.407986111111112,18.10833333333333,0.6295833333333333,55.39166666666667
3332,2023-02-16,76.02083333333333,158.41666666666666,4.148958333333334,31.534722222222225,20.150347222222223,14.10590277777778,16.10590277777778,0.7313541666666666,61.604513888888896
3333,2023-02-17,66.66666666666667,128.64583333333334,3.152083333333333,30.74548611111111,18.92673611111111,13.237152777777778,12.390625,0.7287152777777778,61.21284722222222
3334,2023-02-18,94.69791666666669,178.19791666666666,2.281944444444445,29.853472222222223,17.731597222222224,12.411458333333334,14.91875,0.7068402777777778,87.04270833333334
3335,2023-02-19,123.05902777777776,215.98263888888889,2.366319444444444,31.313888888888886,18.578125,13.004166666666665,16.328125,0.8103472222222222,90.12395833333332
3336,2023-02-20,146.125,277.78125,2.963888888888889,31.865625,19.36111111111111,13.547222222222222,21.259722222222223,1.1427083333333334,66.46180555555556
3337,2023-02-21,175.80208333333334,316.6375,3.4211805555555554,31.79201388888889,19.693402777777777,13.78472222222222,30.50208333333333,1.266840277777778,20.05173611111111
3338,2023-02-22,142.80208333333334,287.73809523809524,1.9541666666666664,27.51840277777778,16.240624999999998,11.363888888888887,11.672222222222222,0.9014583333333333,44.88402777777778
3339,2023-02-23,64.36458333333333,125.08333333333331,1.378125,22.251041666666666,12.95625,9.071527777777778,10.225,0.5192013888888889,62.54930555555556
3340,2023-02-24,54.489583333333336,120.46875,0.9704861111111112,19.069444444444446,10.923611111111112,7.649305555555556,6.302083333333333,0.4977536231884058,70.17881944444444
3341,2023-02-25,66.77083333333333,213.19791666666663,3.3065972222222224,25.89861111111111,16.464930555555554,11.527083333333332,13.267708333333331,0.555,54.99548611111111
3342,2023-02-26,70.21180555555556,164.65625,7.437847222222222,30.912152777777777,22.492013888888888,15.741666666666667,12.040972222222225,0.6208680555555556,55.85984848484849
3343,2023-02-27,63.79166666666666,129.52083333333334,1.9857638888888889,26.852777777777774,15.899305555555555,11.13159722222222,13.676041666666668,0.5645138888888889,72.07708333333333
3344,2023-02-28,83.28125,240.59375,3.6631944444444446,37.08541666666667,22.704166666666666,15.88923611111111,18.69236111111111,0.6388541666666666,56.69166666666666
3345,2023-03-01,89.1159420289855,210.7789855072464,2.745486111111111,34.9625,20.85,14.596180555555556,22.34409722222222,0.6464583333333332,57.76363636363636
3346,2023-03-02,86.125,235.94117647058823,6.425694444444445,39.81076388888889,26.402083333333334,18.482986111111117,16.696527777777778,0.678125,56.53068181818182
3347,2023-03-03,116.66666666666669,258.3541666666667,11.014583333333334,44.41770833333334,32.581944444444446,22.804861111111112,23.249305555555555,0.9472569444444444,53.82878787878788
3348,2023-03-04,113.32291666666669,228.94791666666663,5.796527777777778,36.93680555555556,24.362847222222225,17.04791666666667,19.481597222222224,0.9070486111111112,66.5281746031746
3349,2023-03-05,100.19791666666669,195.625,3.956944444444445,29.874305555555555,19.110069444444445,13.379166666666668,14.709027777777775,0.6119097222222222,69.56666666666666
3350,2023-03-06,95.20833333333331,256.5104166666667,2.1940972222222226,23.94965277777777,14.530208333333334,10.164930555555555,11.970486111111112,0.7044791666666667,72.64166666666667
3351,2023-03-07,72.19791666666667,176.66666666666666,7.459722222222222,32.202777777777776,23.19513888888889,16.238194444444446,14.138888888888888,0.6482291666666666,60.85681818181818
3352,2023-03-08,77.27777777777779,158.01041666666666,2.6756944444444444,24.540625,15.234722222222222,10.66423611111111,12.871180555555554,0.5616319444444444,70.24965277777777
3353,2023-03-09,80.27083333333333,156.54166666666666,2.0381944444444446,26.658680555555552,15.837847222222225,11.080208333333331,12.834027777777775,0.6435763888888889,87.54062499999999
3354,2023-03-10,91.67708333333331,162.02083333333334,1.6944444444444444,30.13020833333333,17.408680555555556,12.184722222222222,18.025347222222223,0.7075694444444444,87.29375
3355,2023-03-11,95.61458333333331,167.51041666666666,4.551041666666667,36.946875,23.355208333333334,16.348958333333332,16.58125,0.8213541666666666,79.51597222222223
3356,2023-03-12,111.84375,202.46875,3.9916666666666663,31.89270833333333,20.205902777777776,14.142361111111112,19.02013888888889,0.7703125000000001,78.56458333333333
3357,2023-03-13,94.32291666666669,193.76041666666663,2.505208333333333,31.436111111111117,18.758680555555557,13.124305555555557,11.911805555555556,0.8835069444444444,64.69826388888889
3358,2023-03-14,97.10416666666669,282.0735294117647,1.828125,23.780555555555555,14.1375,9.895486111111111,9.959722222222222,0.6827430555555556,88.38020833333333
3359,2023-03-15,56.29545454545455,185.225,1.117222222222222,19.652083333333334,10.578125,7.769791666666666,4.5875,0.3453124999999999,61.6921875
3360,2023-03-16,31.65625,176.38541666666666,1.21875,16.952083333333334,10.010763888888889,7.006944444444444,4.2704545454545455,0.3428472222222222,70.33715277777777
3361,2023-03-17,78.34375,244.0,6.798958333333334,33.90763888888889,23.5625,16.499305555555555,7.23125,0.6323611111111112,40.00217391304348
3362,2023-03-18,60.8125,166.2173913043478,2.493402777777778,18.683333333333334,11.965625,8.373958333333333,6.652430555555555,0.5820486111111111,72.80590277777777
3363,2023-03-19,58.125,157.6875,1.2552083333333333,17.033680555555556,10.079513888888888,7.053472222222222,7.704166666666667,0.6731250000000001,42.89965277777778
3364,2023-03-20,21.385416666666668,88.28260869565217,1.2586805555555556,15.140625,9.088541666666666,6.353125,6.75,0.5906250000000001,52.096875
3365,2023-03-21,18.03125,63.25,2.708333333333333,17.373611111111114,11.448611111111113,8.010763888888889,6.322916666666667,0.5533333333333333,55.18402777777778
3366,2023-03-22,23.479166666666668,64.88541666666667,2.023611111111111,19.328819444444445,11.924305555555556,8.351041666666667,6.727777777777778,0.5888194444444445,65.18229166666667
3367,2023-03-23,28.42708333333333,69.29166666666667,1.4965277777777777,16.228125000000002,9.853819444444444,6.891666666666667,6.796875,0.5943055555555555,75.64270833333333
3368,2023-03-24,34.291666666666664,82.76041666666667,0.9145833333333332,16.136458333333334,9.328472222222222,6.529166666666666,7.317708333333333,0.6392361111111111,60.11493055555555
3369,2023-03-25,60.41666666666666,147.33333333333334,2.7982638888888887,25.40659722222222,15.797569444444443,11.057986111111113,9.886458333333334,0.8638194444444444,54.15694444444444
3370,2023-03-26,60.70486111111112,175.20289855072463,1.704861111111111,21.071527777777774,12.594097222222222,8.817361111111111,8.046180555555557,0.7031597222222222,65.81041666666667
3371,2023-03-27,50.125,161.10227272727272,1.4388888888888889,17.778819444444444,10.635069444444444,7.439236111111111,5.09375,0.4448263888888888,68.93506944444444
3372,2023-03-28,54.69791666666666,186.48958333333331,3.005208333333333,27.434722222222224,17.032638888888886,11.925,5.0062500000000005,0.4378125,68.59710144927536
3373,2023-03-29,35.177083333333336,120.625,1.2895833333333333,15.44375,9.264236111111112,6.486458333333334,4.2756944444444445,0.3739583333333333,76.0826388888889
3374,2023-03-30,52.1875,142.0,2.454861111111111,23.620833333333334,14.556944444444444,10.181944444444444,5.310763888888888,0.4636111111111111,66.75277777777778
3375,2023-03-31,53.083333333333336,158.25,1.8381944444444445,19.360069444444445,11.798611111111112,8.252777777777778,5.613888888888888,0.4913888888888889,63.12708333333333
3376,2023-04-01,51.65625,185.9833333333333,2.35,20.23298611111111,12.678125,8.866319444444445,6.624652777777778,0.5801041666666666,42.06805555555555
3377,2023-04-02,33.916666666666664,301.0833333333333,2.2583333333333333,23.241666666666664,14.183333333333335,9.925,4.291666666666667,0.3766666666666666,11.416666666666666
3378,2023-04-03,7.791666666666667,57.4,0.7553571428571428,8.446428571428571,4.72,3.542857142857143,2.6607142857142856,0.2165,72.7538888888889
